"ballot_measure_id","support_oppose","text_of_argument","author","source","date_created"
"27473","Support","""Louisiana needs to revisit the general tax regulations in its constitution to reflect current tax
debates and policies in state law. Lowering the income tax cap and adding an enhanced deduction
for senior citizens into the document ensures future legislators can’t easily reverse tax benefits for
people and businesses. Making it more difficult to enact tax breaks keeps special interests from
easily winning passage of carveouts that benefit too few. Local governments deserve a greater
share of severance tax generated from land in their parishes.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Support","""Louisiana needs to revisit the general tax regulations in its constitution to reflect current tax
debates and policies in state law. Lowering the income tax cap and adding an enhanced deduction
for senior citizens into the document ensures future legislators can’t easily reverse tax benefits for
people and businesses. Making it more difficult to enact tax breaks keeps special interests from
easily winning passage of carveouts that benefit too few. Local governments deserve a greater
share of severance tax generated from land in their parishes.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Support","""Louisiana needs to revisit the general tax regulations in its constitution to reflect current tax
debates and policies in state law. Lowering the income tax cap and adding an enhanced deduction
for senior citizens into the document ensures future legislators can’t easily reverse tax benefits for
people and businesses. Making it more difficult to enact tax breaks keeps special interests from
easily winning passage of carveouts that benefit too few. Local governments deserve a greater
share of severance tax generated from land in their parishes.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Support","""Louisiana needs to revisit the general tax regulations in its constitution to reflect current tax
debates and policies in state law. Lowering the income tax cap and adding an enhanced deduction
for senior citizens into the document ensures future legislators can’t easily reverse tax benefits for
people and businesses. Making it more difficult to enact tax breaks keeps special interests from
easily winning passage of carveouts that benefit too few. Local governments deserve a greater
share of severance tax generated from land in their parishes.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Support","""Louisiana needs to revisit the general tax regulations in its constitution to reflect current tax
debates and policies in state law. Lowering the income tax cap and adding an enhanced deduction
for senior citizens into the document ensures future legislators can’t easily reverse tax benefits for
people and businesses. Making it more difficult to enact tax breaks keeps special interests from
easily winning passage of carveouts that benefit too few. Local governments deserve a greater
share of severance tax generated from land in their parishes.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Support","""Louisiana needs to revisit the general tax regulations in its constitution to reflect current tax
debates and policies in state law. Lowering the income tax cap and adding an enhanced deduction
for senior citizens into the document ensures future legislators can’t easily reverse tax benefits for
people and businesses. Making it more difficult to enact tax breaks keeps special interests from
easily winning passage of carveouts that benefit too few. Local governments deserve a greater
share of severance tax generated from land in their parishes.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Support","""Louisiana needs to revisit the general tax regulations in its constitution to reflect current tax
debates and policies in state law. Lowering the income tax cap and adding an enhanced deduction
for senior citizens into the document ensures future legislators can’t easily reverse tax benefits for
people and businesses. Making it more difficult to enact tax breaks keeps special interests from
easily winning passage of carveouts that benefit too few. Local governments deserve a greater
share of severance tax generated from land in their parishes.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Support","""Louisiana needs to revisit the general tax regulations in its constitution to reflect current tax
debates and policies in state law. Lowering the income tax cap and adding an enhanced deduction
for senior citizens into the document ensures future legislators can’t easily reverse tax benefits for
people and businesses. Making it more difficult to enact tax breaks keeps special interests from
easily winning passage of carveouts that benefit too few. Local governments deserve a greater
share of severance tax generated from land in their parishes.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Support","""Louisiana needs to revisit the general tax regulations in its constitution to reflect current tax
debates and policies in state law. Lowering the income tax cap and adding an enhanced deduction
for senior citizens into the document ensures future legislators can’t easily reverse tax benefits for
people and businesses. Making it more difficult to enact tax breaks keeps special interests from
easily winning passage of carveouts that benefit too few. Local governments deserve a greater
share of severance tax generated from land in their parishes.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Support","""Louisiana needs to revisit the general tax regulations in its constitution to reflect current tax
debates and policies in state law. Lowering the income tax cap and adding an enhanced deduction
for senior citizens into the document ensures future legislators can’t easily reverse tax benefits for
people and businesses. Making it more difficult to enact tax breaks keeps special interests from
easily winning passage of carveouts that benefit too few. Local governments deserve a greater
share of severance tax generated from land in their parishes.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Oppose","""The constitution is cluttered with too much tax specificity that would be better left to state law.
Lowering the cap on the income tax and adding an enhanced deduction for senior citizens into
the document is designed only to win amendment passage; it is not good policymaking. Making it
tougher to enact tax breaks limits legislative flexibility and the potential benefits that people and
businesses could receive through exemptions. The state cannot afford budget gaps that could be
created by giving parishes more severance tax money.""","Public Affairs Research Council of Louisiana Voter Guide","https://parlouisiana.org/wp-content/uploads/2025/02/PAR-Guide-to-the-2025-Constitutional-Amendments.pdf","2025-02-26"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Support","""We, in this state, have been on the losing end of an economic game that other states are playing and beating us at today. We offer an opportunity to change that playbook so Louisiana can start winning. ... So your taxation will be driven by more about what you choose to buy, rather than by your labor ... This holistic plan is designed not only to address budget shortfalls, but to catapult Louisiana into the future with increased jobs and economic growth for years to come.""","Gov. Jeff Landry (R)","https://www.wdsu.com/article/louisiana-special-tax-session-begins/62828984","2024-12-20"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27473","Oppose","""Amendment 2: Making major changes to the article of the constitution that governs revenue and finance. No. Not since the current constitution was adopted in 1974 have voters been asked to cast a single up-or-down vote on as many consequential provisions as are contained in Amendment 2, which would enshrine changes laid out in a 115-page bill adopted in a November special legislative session.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/constitutional-amendments-amendment2-revenue-juvenile-crime/article_f4d49b10-c9fc-42d2-8251-e99ba3140e68.html","2025-03-26"
"27884","Support","""Nurses support 8201 because when our patients are disabled, suffering from dementia, or just aging, they need a reliable, guaranteed fund for their long-term care needs.""","Justin Gill, President of the Washington State Nurses Association","https://www.approve8201.org/","2025-07-11"
"27884","Support","""Nurses support 8201 because when our patients are disabled, suffering from dementia, or just aging, they need a reliable, guaranteed fund for their long-term care needs.""","Justin Gill, President of the Washington State Nurses Association","https://www.approve8201.org/","2025-07-11"
"27884","Support","""8201 requires 100% of investment income earned by WA State’s Long-Term Care Trust Fund be spent on long-term care services for vulnerable seniors and disabled people. Washingtonians want to live with dignity as they age. 8201 supports this shared goal, strengthening the benefit’s Trust Fund to help seniors and disabled Washingtonians while protecting taxpayers.""","Approve 8201","https://www.approve8201.org/","2025-07-11"
"27884","Support","""8201 requires 100% of investment income earned by WA State’s Long-Term Care Trust Fund be spent on long-term care services for vulnerable seniors and disabled people. Washingtonians want to live with dignity as they age. 8201 supports this shared goal, strengthening the benefit’s Trust Fund to help seniors and disabled Washingtonians while protecting taxpayers.""","Approve 8201","https://www.approve8201.org/","2025-07-11"
"27884","Oppose","""There is a big difference between a private individual who diversifies their portfolio versus a public official who invests somebody else’s money before knowing what the benefits will cost and what the exact design of the program will be. You have to be much more cautious when you have a fiduciary responsibility.""","State Rep. Peter Abbarno (R-20)","https://washingtonstatestandard.com/2025/07/10/should-wa-cares-funds-be-invested-in-the-stock-market-ferguson-says-yes/","2025-07-11"
"27884","Oppose","""There is a big difference between a private individual who diversifies their portfolio versus a public official who invests somebody else’s money before knowing what the benefits will cost and what the exact design of the program will be. You have to be much more cautious when you have a fiduciary responsibility.""","State Rep. Peter Abbarno (R-20)","https://washingtonstatestandard.com/2025/07/10/should-wa-cares-funds-be-invested-in-the-stock-market-ferguson-says-yes/","2025-07-11"
"27479","Oppose","""There will be an opportunity for these questions and more to come to light, but for now, the real question is whether the county’s actions to date and the proposed charter amendment can be a good justification for taking away voter choice.""","Sheriff Christina Corpus","https://peninsula360press.com/en_us/power-to-dismiss-the-sheriff/","2024-12-06"
"27479","Oppose","""There will be an opportunity for these questions and more to come to light, but for now, the real question is whether the county’s actions to date and the proposed charter amendment can be a good justification for taking away voter choice.""","Sheriff Christina Corpus","https://peninsula360press.com/en_us/power-to-dismiss-the-sheriff/","2024-12-06"
"27479","Support","“I want people to understand that our sheriff right now is serving a six-year term, we’re finishing up the second year; there are four more years left before voters have the opportunity to vote for new leadership at the Sheriff’s Office without an intervention like a charter amendment election or a recall. ... At the heart of this problem is the reality that our current sheriff fails to understand, follow or respect not only county policy, but also basic ethics around conflicts of interest and much more.""","Supervisor Noelia Corzo","https://peninsula360press.com/en_us/power-to-dismiss-the-sheriff/","2024-12-06"
"27479","Support","“I want people to understand that our sheriff right now is serving a six-year term, we’re finishing up the second year; there are four more years left before voters have the opportunity to vote for new leadership at the Sheriff’s Office without an intervention like a charter amendment election or a recall. ... At the heart of this problem is the reality that our current sheriff fails to understand, follow or respect not only county policy, but also basic ethics around conflicts of interest and much more.""","Supervisor Noelia Corzo","https://peninsula360press.com/en_us/power-to-dismiss-the-sheriff/","2024-12-06"
"28006","Support","""This session, we confronted a crisis, a revolving door bail system that repeatedly released dangerous criminals back onto the streets. To the victims and their families, today your pain is answered. Not only are we signing laws that correct the wrongs, your efforts have led to a rewriting of the Constitution of the State of Texas to ensure criminals like those who harmed your families will never be out on the loose again.""","Gov. Greg Abbott (R)","https://gov.texas.gov/news/post/governor-abbott-signs-strongest-bail-reform-package-in-texas-history","2025-06-19"
"28006","Support","""Members, we need to remember that our first and foremost duty as legislators is looking out for the safety and wellbeing of the citizens of Texas and the constituents that elect us.""","Sen. Joan Huffman (R-17)","https://www.keranews.org/criminal-justice/2025-02-19/texas-lawmakers-bail-reform-bill-package-heads-to-house-after-easy-path-through-senate-criminal-justice","2025-06-19"
"28006","Support","""This historic vote shows that the Texas House has decided to put public safety above party politics. This collaboration will undeniably make Texas stronger and our communities safer.""","Nikki Pressley, Texas state director of Right on Crime at the Texas Public Policy Foundation","https://www.texastribune.org/2025/05/19/texas-bail-overhaul-house-passage/","2025-06-19"
"28006","Oppose","""While aimed at improving public safety, this amendment undermines individual liberty by expanding pretrial detention without conviction and curtails judicial discretion. It creates a rigid, constitutionally enshrined mandate that risks overreach, erodes due process, and expands the scope of government authority without adequate safeguards.""","Texas Policy Research","https://www.texaspolicyresearch.com/texas-2025-constitutional-amendments-explained-ballot-guide-vote-recommendations/","2025-07-01"
"27951","Support","""Under current law, animal feed is typically exempt from taxation at each location or transaction during its life cycle, from the field where it's harvested to the purchase of the feed by a farmer or rancher, except for when the feed is sitting in a store as inventory. H.J.R. 99 seeks to address this inconsistency by authorizing the legislature to exempt tangible personal property consisting of animal feed from property taxation if the property is held by the owner for sale at retail.""","State Rep. Cody Harris (R-8)","https://www.capitol.state.tx.us/tlodocs/89R/analysis/pdf/HJ00099H.pdf#navpanes=0","2025-05-21"
"27951","Support","""Under current law, animal feed is typically exempt from taxation at each location or transaction during its life cycle, from the field where it's harvested to the purchase of the feed by a farmer or rancher, except for when the feed is sitting in a store as inventory. H.J.R. 99 seeks to address this inconsistency by authorizing the legislature to exempt tangible personal property consisting of animal feed from property taxation if the property is held by the owner for sale at retail.""","State Rep. Cody Harris (R-8)","https://www.capitol.state.tx.us/tlodocs/89R/analysis/pdf/HJ00099H.pdf#navpanes=0","2025-05-21"
"27951","Support","""By reducing a targeted tax burden on agricultural retailers, this measure promotes free enterprise and strengthens private property rights. Though exemptions should be used cautiously, this permissive amendment gives the Legislature flexibility to deliver fairer tax treatment without mandating new spending.""","Texas Policy Research","https://www.texaspolicyresearch.com/texas-2025-constitutional-amendments-explained-ballot-guide-vote-recommendations/","2025-07-01"
"27951","Support","""By reducing a targeted tax burden on agricultural retailers, this measure promotes free enterprise and strengthens private property rights. Though exemptions should be used cautiously, this permissive amendment gives the Legislature flexibility to deliver fairer tax treatment without mandating new spending.""","Texas Policy Research","https://www.texaspolicyresearch.com/texas-2025-constitutional-amendments-explained-ballot-guide-vote-recommendations/","2025-07-01"
